Papel,RAIL3,Cotação,17.29,,
Tipo,ON NM,Data últ cot,07/12/2021,,
Empresa,RUMO S.A. ON NM,Min 52 sem,15.99,,
Setor,Transporte,Max 52 sem,21.70,,
Subsetor,Transporte Ferroviário,Vol $ méd (2m),226877000,,
Valor de mercado,32058400000,Últ balanço processado,30/09/2021,,
Valor da firma,43541000000,Nro. Ações,1854160000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-1,76%",P/L,59.77,LPA,0.29
Mês,"-1,59%",P/VP,2.11,VPA,8.20
30 dias,"1,77%",P/EBIT,17.23,Marg. Bruta,"31,1%"
12 meses,"-13,68%",PSR,4.22,Marg. EBIT,"24,5%"
2021,"-10,14%",P/Ativos,0.69,Marg. Líquida,"7,2%"
2020,"-26,47%",P/Cap. Giro,4.47,EBIT / Ativo,"4,0%"
2019,"53,53%",P/Ativ Circ Liq,-1.61,ROIC,"5,0%"
2018,"31,07%",Div. Yield,"0,0%",ROE,"3,5%"
2017,"111,24%",EV / EBITDA,12.00,Liquidez Corr,2.94
2016,"2,50%",EV / EBIT,23.40,Div Br/ Patrim,1.30
,,Cres. Rec (5a),"8,4%",Giro Ativos,0.16
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,46221700000,Dív. Bruta,19825900000,,
Disponibilidades,8343390000,Dív. Líquida,11482500000,,
Ativo Circulante,10880400000,Patrim. Líq,15208900000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,7589380000,Receita Líquida,1965570000,,
EBIT,1861000000,EBIT,439453000,,
Lucro Líquido,536374000,Lucro Líquido,51039000,,
