Papel,IFCM3,Cotação,15.50,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,INFRACOMM ON NM,Min 52 sem,13.05,,
Setor,Programas e Serviços,Max 52 sem,23.78,,
Subsetor,Programas e Serviços,Vol $ méd (2m),15713000,,
Valor de mercado,3836100000,Últ balanço processado,30/09/2021,,
Valor da firma,3321870000,Nro. Ações,247490000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"3,40%",P/L,0.00,LPA,0.00
Mês,"7,42%",P/VP,4.16,VPA,3.72
30 dias,"12,48%",P/EBIT,-,Marg. Bruta,-
12 meses,"-1,71%",PSR,-,Marg. EBIT,-
2021,"-1,71%",P/Ativos,2.55,Marg. Líquida,-
2020,"0,00%",P/Cap. Giro,8.09,EBIT / Ativo,"0,0%"
2019,"0,00%",P/Ativ Circ Liq,12.02,ROIC,-
2018,"0,00%",Div. Yield,"0,0%",ROE,-
2017,"0,00%",EV / EBITDA,-,Liquidez Corr,2.11
2016,"0,00%",EV / EBIT,-,Div Br/ Patrim,0.11
,,Cres. Rec (5a),-,Giro Ativos,-
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,1503450000,Dív. Bruta,96792000,,
Disponibilidades,611017000,Dív. Líquida,-514225000,,
Ativo Circulante,901026000,Patrim. Líq,921548000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,0,Receita Líquida,105118000,,
EBIT,0,EBIT,-9416000,,
Lucro Líquido,0,Lucro Líquido,-3808000,,
