Papel,MODL11,Cotação,10.45,,
Tipo,UNT N2,Data últ cot,06/12/2021,,
Empresa,MODALMAIS UNT N2,Min 52 sem,10.19,,
Setor,Intermediários Financeiros,Max 52 sem,18.83,,
Subsetor,Bancos,Vol $ méd (2m),6447660,,
Valor de mercado,2452960000,Últ balanço processado,30/09/2021,,
Valor da firma,-,Nro. Ações,704200000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-0,48%",P/L,0.00,LPA,0.00
Mês,"-1,88%",P/VP,1.90,VPA,5.50
30 dias,"-13,73%",P/EBIT,-,Marg. Bruta,-
12 meses,"-42,99%",PSR,-,Marg. EBIT,-
2021,"-42,99%",P/Ativos,-,Marg. Líquida,-
2020,"0,00%",P/Cap. Giro,-,EBIT / Ativo,"0,0%"
2019,"0,00%",P/Ativ Circ Liq,-,ROIC,-
2018,"0,00%",Div. Yield,"2,0%",ROE,-
2017,"0,00%",EV / EBITDA,-,Liquidez Corr,-
2016,"0,00%",EV / EBIT,-,Div Br/ Patrim,-
,,Cres. Rec (5a),-,Giro Ativos,-
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,5836280000,Depósitos,3223930000,,
Cart. de Crédito,856096000,Patrim. Líq,1291440000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Result Int Financ,0,Result Int Financ,160422000,,
Rec Serviços,0,Rec Serviços,16547000,,
Lucro Líquido,0,Lucro Líquido,76844000,,
