Papel,HBOR3,Cotação,4.66,,
Tipo,ON,Data últ cot,06/12/2021,,
Empresa,Helbor ON,Min 52 sem,4.19,,
Setor,Construção Civil,Max 52 sem,12.46,,
Subsetor,Incorporações,Vol $ méd (2m),7953610,,
Valor de mercado,623746000,Últ balanço processado,30/09/2021,,
Valor da firma,1508760000,Nro. Ações,133851000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"2,42%",P/L,5.88,LPA,0.79
Mês,"8,37%",P/VP,0.47,VPA,10.00
30 dias,"-8,81%",P/EBIT,8.75,Marg. Bruta,"26,1%"
12 meses,"-61,27%",PSR,0.62,Marg. EBIT,"7,1%"
2021,"-61,68%",P/Ativos,0.15,Marg. Líquida,"16,9%"
2020,"-46,24%",P/Cap. Giro,0.34,EBIT / Ativo,"1,7%"
2019,"201,32%",P/Ativ Circ Liq,1.31,ROIC,"1,9%"
2018,"-22,96%",Div. Yield,"1,0%",ROE,"7,9%"
2017,"32,43%",EV / EBITDA,17.09,Liquidez Corr,2.76
2016,"12,12%",EV / EBIT,21.17,Div Br/ Patrim,0.93
,,Cres. Rec (5a),"25,3%",Giro Ativos,0.24
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,4252480000,Dív. Bruta,1246720000,,
Disponibilidades,361708000,Dív. Líquida,885014000,,
Ativo Circulante,2885980000,Patrim. Líq,1338550000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,1004410000,Receita Líquida,283510000,,
EBIT,71277000,EBIT,29742000,,
Lucro Líquido,106045000,Lucro Líquido,22012000,,
