Papel,ALSO3,Cotação,21.35,,
Tipo,ON,Data últ cot,06/12/2021,,
Empresa,ALIANSCSONAE ON,Min 52 sem,19.18,,
Setor,Exploração de Imóveis,Max 52 sem,32.07,,
Subsetor,Exploração de Imóveis,Vol $ méd (2m),32909400,,
Valor de mercado,5674250000,Últ balanço processado,30/09/2021,,
Valor da firma,6540440000,Nro. Ações,265773000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"2,15%",P/L,34.51,LPA,0.62
Mês,"3,84%",P/VP,0.85,VPA,25.19
30 dias,"2,50%",P/EBIT,14.91,Marg. Bruta,"66,4%"
12 meses,"-23,33%",PSR,6.47,Marg. EBIT,"43,4%"
2021,"-26,19%",P/Ativos,0.51,Marg. Líquida,"22,6%"
2020,"-41,50%",P/Cap. Giro,4.63,EBIT / Ativo,"3,4%"
2019,"97,63%",P/Ativ Circ Liq,-3.57,ROIC,"3,9%"
2018,"3,72%",Div. Yield,"1,1%",ROE,"2,5%"
2017,"50,25%",EV / EBITDA,11.45,Liquidez Corr,3.18
2016,"9,33%",EV / EBIT,17.19,Div Br/ Patrim,0.32
,,Cres. Rec (5a),"31,7%",Giro Ativos,0.08
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,11136900000,Dív. Bruta,2174000000,,
Disponibilidades,1307810000,Dív. Líquida,866188000,,
Ativo Circulante,1788760000,Patrim. Líq,6693810000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,877645000,Receita Líquida,239454000,,
EBIT,380551000,EBIT,116956000,,
Lucro Líquido,164410000,Lucro Líquido,60584000,,
