Papel,RECV3,Cotação,14.66,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,PETRORECONCA ON NM,Min 52 sem,13.56,,
Setor,"Petróleo, Gás e Biocombustíveis",Max 52 sem,20.68,,
Subsetor,"Exploração, Refino e Distribuição",Vol $ méd (2m),14551900,,
Valor de mercado,3642760000,Últ balanço processado,30/09/2021,,
Valor da firma,3274240000,Nro. Ações,248483000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"4,86%",P/L,0.00,LPA,0.00
Mês,"6,46%",P/VP,1.97,VPA,7.44
30 dias,"-3,55%",P/EBIT,-,Marg. Bruta,-
12 meses,"-6,09%",PSR,-,Marg. EBIT,-
2021,"-6,09%",P/Ativos,1.10,Marg. Líquida,-
2020,"0,00%",P/Cap. Giro,5.10,EBIT / Ativo,"0,0%"
2019,"0,00%",P/Ativ Circ Liq,-41.88,ROIC,-
2018,"0,00%",Div. Yield,"0,0%",ROE,-
2017,"0,00%",EV / EBITDA,-,Liquidez Corr,2.08
2016,"0,00%",EV / EBIT,-,Div Br/ Patrim,0.43
,,Cres. Rec (5a),-,Giro Ativos,-
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,3312560000,Dív. Bruta,787959000,,
Disponibilidades,1156480000,Dív. Líquida,-368516000,,
Ativo Circulante,1376260000,Patrim. Líq,1849310000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,0,Receita Líquida,260344000,,
EBIT,0,EBIT,69826000,,
Lucro Líquido,0,Lucro Líquido,22926000,,
