Papel,BPAC11,Cotação,21.20,,
Tipo,UNT,Data últ cot,07/12/2021,,
Empresa,BTGP BANCO UNT,Min 52 sem,19.64,,
Setor,Intermediários Financeiros,Max 52 sem,32.11,,
Subsetor,Bancos,Vol $ méd (2m),347013000,,
Valor de mercado,81309900000,Últ balanço processado,30/09/2021,,
Valor da firma,-,Nro. Ações,11506100000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"0,00%",P/L,11.26,LPA,1.88
Mês,"1,24%",P/VP,2.24,VPA,9.45
30 dias,"-13,26%",P/EBIT,-,Marg. Bruta,-
12 meses,"4,55%",PSR,-,Marg. EBIT,-
2021,"-8,80%",P/Ativos,-,Marg. Líquida,"0,0%"
2020,"25,04%",P/Cap. Giro,-,EBIT / Ativo,"0,0%"
2019,"233,61%",P/Ativ Circ Liq,-,ROIC,-
2018,"31,53%",Div. Yield,"1,5%",ROE,"19,9%"
2017,"12,81%",EV / EBITDA,-,Liquidez Corr,-
2016,"0,00%",EV / EBIT,-,Div Br/ Patrim,-
,,Cres. Rec (5a),"33,8%",Giro Ativos,-
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,340556000000,Depósitos,97170300000,,
Cart. de Crédito,52667400000,Patrim. Líq,36259400000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Result Int Financ,5594370000,Result Int Financ,445473000,,
Rec Serviços,3301640000,Rec Serviços,992925000,,
Lucro Líquido,7223740000,Lucro Líquido,1431460000,,
