Papel,ESTR4,Cotação,67.18,,
Tipo,PN,Data últ cot,22/10/2021,,
Empresa,ESTRELA PN,Min 52 sem,26.00,,
Setor,Viagens e Lazer,Max 52 sem,80.80,,
Subsetor,Brinquedos e Jogos,Vol $ méd (2m),1633,,
Valor de mercado,54281400,Últ balanço processado,30/09/2021,,
Valor da firma,138204000,Nro. Ações,808000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"0,00%",P/L,-2.81,LPA,-23.94
Mês,"0,00%",P/VP,-0.11,VPA,-625.57
30 dias,"0,00%",P/EBIT,2.27,Marg. Bruta,"47,7%"
12 meses,"161,71%",PSR,0.31,Marg. EBIT,"13,5%"
2021,"148,36%",P/Ativos,0.20,Marg. Líquida,"-10,9%"
2020,"-23,15%",P/Cap. Giro,-0.11,EBIT / Ativo,"8,7%"
2019,"181,60%",P/Ativ Circ Liq,-0.09,ROIC,"9,4%"
2018,"12,61%",Div. Yield,"0,0%",ROE,"3,8%"
2017,"-11,90%",EV / EBITDA,5.29,Liquidez Corr,0.23
2016,"43,18%",EV / EBIT,5.77,Div Br/ Patrim,-0.17
,,Cres. Rec (5a),"1,9%",Giro Ativos,0.65
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,274548000,Dív. Bruta,85318000,,
Disponibilidades,1395000,Dív. Líquida,83923000,,
Ativo Circulante,151692000,Patrim. Líq,-505460000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,177239000,Receita Líquida,71079000,,
EBIT,23960000,EBIT,18077000,,
Lucro Líquido,-19341000,Lucro Líquido,4991000,,
