Papel,CLSA3,Cotação,10.22,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,CLEARSALE ON NM,Min 52 sem,8.77,,
Setor,Serviços Financeiros Diversos,Max 52 sem,29.69,,
Subsetor,Serviços Financeiros Diversos,Vol $ méd (2m),15167100,,
Valor de mercado,1920600000,Últ balanço processado,30/09/2021,,
Valor da firma,1263870000,Nro. Ações,187926000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"7,81%",P/L,0.00,LPA,0.00
Mês,"5,91%",P/VP,2.45,VPA,4.18
30 dias,"-44,15%",P/EBIT,-,Marg. Bruta,-
12 meses,"-64,14%",PSR,-,Marg. EBIT,-
2021,"-64,14%",P/Ativos,1.91,Marg. Líquida,-
2020,"0,00%",P/Cap. Giro,2.46,EBIT / Ativo,"0,0%"
2019,"0,00%",P/Ativ Circ Liq,2.77,ROIC,-
2018,"0,00%",Div. Yield,"0,0%",ROE,-
2017,"0,00%",EV / EBITDA,-,Liquidez Corr,6.94
2016,"0,00%",EV / EBIT,-,Div Br/ Patrim,0.15
,,Cres. Rec (5a),-,Giro Ativos,-
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,1006020000,Dív. Bruta,116142000,,
Disponibilidades,772876000,Dív. Líquida,-656734000,,
Ativo Circulante,913394000,Patrim. Líq,785018000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,0,Receita Líquida,116229000,,
EBIT,0,EBIT,-30329000,,
Lucro Líquido,0,Lucro Líquido,-45238000,,
