Papel,OFSA3,Cotação,25.01,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,OUROFINO S/A ON NM,Min 52 sem,25.00,,
Setor,Medicamentos e Outros Produtos,Max 52 sem,38.45,,
Subsetor,Medicamentos e Outros Produtos,Vol $ méd (2m),527766,,
Valor de mercado,1349260000,Últ balanço processado,30/09/2021,,
Valor da firma,1490020000,Nro. Ações,53949000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-3,81%",P/L,12.51,LPA,2.00
Mês,"0,00%",P/VP,2.12,VPA,11.80
30 dias,"-5,80%",P/EBIT,9.59,Marg. Bruta,"50,6%"
12 meses,"-29,97%",PSR,1.58,Marg. EBIT,"16,4%"
2021,"-33,83%",P/Ativos,1.20,Marg. Líquida,"12,6%"
2020,"-12,03%",P/Cap. Giro,3.04,EBIT / Ativo,"12,5%"
2019,"28,32%",P/Ativ Circ Liq,6.87,ROIC,"16,5%"
2018,"41,57%",Div. Yield,"1,7%",ROE,"17,0%"
2017,"-13,96%",EV / EBITDA,8.90,Liquidez Corr,2.86
2016,"-18,95%",EV / EBIT,10.59,Div Br/ Patrim,0.51
,,Cres. Rec (5a),"16,5%",Giro Ativos,0.76
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,1122720000,Dív. Bruta,323927000,,
Disponibilidades,183167000,Dív. Líquida,140760000,,
Ativo Circulante,682649000,Patrim. Líq,636339000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,855106000,Receita Líquida,234841000,,
EBIT,140662000,EBIT,42064000,,
Lucro Líquido,107884000,Lucro Líquido,34770000,,
