Papel,ATMP3,Cotação,3.27,,
Tipo,ON,Data últ cot,06/12/2021,,
Empresa,ATMASA ON,Min 52 sem,2.24,,
Setor,Serviços Diversos,Max 52 sem,12.53,,
Subsetor,Serviços Diversos,Vol $ méd (2m),192878,,
Valor de mercado,87142200,Últ balanço processado,30/09/2021,,
Valor da firma,367946000,Nro. Ações,26649000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-0,91%",P/L,-0.85,LPA,-3.84
Mês,"-7,37%",P/VP,0.45,VPA,7.22
30 dias,"-25,68%",P/EBIT,-5.52,Marg. Bruta,"7,6%"
12 meses,"-10,28%",PSR,0.08,Marg. EBIT,"-1,5%"
2021,"42,17%",P/Ativos,0.05,Marg. Líquida,"-9,7%"
2020,"-73,74%",P/Cap. Giro,-0.19,EBIT / Ativo,"-0,9%"
2019,"-64,72%",P/Ativ Circ Liq,-0.08,ROIC,"-1,1%"
2018,"-77,17%",Div. Yield,"0,0%",ROE,"-53,2%"
2017,"-60,85%",EV / EBITDA,2.72,Liquidez Corr,0.44
2016,"-14,55%",EV / EBIT,-23.30,Div Br/ Patrim,1.66
,,Cres. Rec (5a),"-15,2%",Giro Ativos,0.62
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,1705860000,Dív. Bruta,318766000,,
Disponibilidades,37962000,Dív. Líquida,280804000,,
Ativo Circulante,358170000,Patrim. Líq,192398000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,1052260000,Receita Líquida,257648000,,
EBIT,-15795000,EBIT,-1541000,,
Lucro Líquido,-102277000,Lucro Líquido,-19096000,,
