Papel,BRKM3,Cotação,61.80,,
Tipo,ON N1,Data últ cot,06/12/2021,,
Empresa,BRASKEM ON N1,Min 52 sem,22.55,,
Setor,Químicos,Max 52 sem,65.80,,
Subsetor,Petroquímicos,Vol $ méd (2m),1668020,,
Valor de mercado,49268100000,Últ balanço processado,30/09/2021,,
Valor da firma,68245300000,Nro. Ações,797219000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"8,99%",P/L,3.45,LPA,17.94
Mês,"32,90%",P/VP,3.86,VPA,16.01
30 dias,"19,31%",P/EBIT,1.92,Marg. Bruta,"31,5%"
12 meses,"164,10%",PSR,0.51,Marg. EBIT,"26,8%"
2021,"145,04%",P/Ativos,0.52,Marg. Líquida,"14,9%"
2020,"-20,04%",P/Cap. Giro,4.58,EBIT / Ativo,"27,2%"
2019,"-28,82%",P/Ativ Circ Liq,-1.23,ROIC,"37,3%"
2018,"9,00%",Div. Yield,"0,0%",ROE,"112,0%"
2017,"49,12%",EV / EBITDA,2.31,Liquidez Corr,1.33
2016,"118,08%",EV / EBIT,2.65,Div Br/ Patrim,2.66
,,Cres. Rec (5a),"14,2%",Giro Ativos,1.02
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,94434300000,Dív. Bruta,33939300000,,
Disponibilidades,14962100000,Dív. Líquida,18977200000,,
Ativo Circulante,43118900000,Patrim. Líq,12764200000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,96151500000,Receita Líquida,28299500000,,
EBIT,25725500000,EBIT,7044150000,,
Lucro Líquido,14300800000,Lucro Líquido,3536810000,,
