Papel,JSLG3,Cotação,7.78,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,JULIO SIMOES ON NM,Min 52 sem,6.62,,
Setor,Transporte,Max 52 sem,12.61,,
Subsetor,Transporte Rodoviário,Vol $ méd (2m),6322380,,
Valor de mercado,2228430000,Últ balanço processado,30/09/2021,,
Valor da firma,4889390000,Nro. Ações,286431000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"2,50%",P/L,9.02,LPA,0.86
Mês,"7,76%",P/VP,1.66,VPA,4.70
30 dias,"3,32%",P/EBIT,24.04,Marg. Bruta,"-47,6%"
12 meses,"-22,15%",PSR,4.39,Marg. EBIT,"18,3%"
2021,"-27,17%",P/Ativos,0.36,Marg. Líquida,"49,0%"
2020,"33,54%",P/Cap. Giro,2.40,EBIT / Ativo,"1,5%"
2019,"291,36%",P/Ativ Circ Liq,-0.77,ROIC,"1,7%"
2018,"-15,45%",Div. Yield,"1,7%",ROE,"18,4%"
2017,"-8,17%",EV / EBITDA,15.31,Liquidez Corr,1.88
2016,"58,18%",EV / EBIT,52.74,Div Br/ Patrim,2.32
,,Cres. Rec (5a),"-41,1%",Giro Ativos,0.08
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,6227530000,Dív. Bruta,3122610000,,
Disponibilidades,461654000,Dív. Líquida,2660960000,,
Ativo Circulante,1979260000,Patrim. Líq,1345200000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,507662000,Receita Líquida,1177680000,,
EBIT,92709000,EBIT,124004000,,
Lucro Líquido,247016000,Lucro Líquido,83080000,,
