Papel,AALR3,Cotação,18.49,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,ALLIAR ON NM,Min 52 sem,8.63,,
Setor,Serv.Méd.Hospit. Análises e Diagnósticos,Max 52 sem,18.65,,
Subsetor,Serv.Méd.Hospit. Análises e Diagnósticos,Vol $ méd (2m),18742000,,
Valor de mercado,2187240000,Últ balanço processado,30/09/2021,,
Valor da firma,2802370000,Nro. Ações,118293000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"0,00%",P/L,56.90,LPA,0.32
Mês,"-0,05%",P/VP,1.81,VPA,10.19
30 dias,"23,68%",P/EBIT,17.35,Marg. Bruta,"31,4%"
12 meses,"51,26%",PSR,1.89,Marg. EBIT,"10,9%"
2021,"66,58%",P/Ativos,0.84,Marg. Líquida,"4,1%"
2020,"-38,03%",P/Cap. Giro,-48.60,EBIT / Ativo,"4,8%"
2019,"37,16%",P/Ativ Circ Liq,-2.74,ROIC,"5,3%"
2018,"-10,05%",Div. Yield,"0,0%",ROE,"3,2%"
2017,"1,03%",EV / EBITDA,11.29,Liquidez Corr,0.93
2016,"-23,68%",EV / EBIT,22.23,Div Br/ Patrim,0.64
,,Cres. Rec (5a),"-0,4%",Giro Ativos,0.45
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,2604540000,Dív. Bruta,767534000,,
Disponibilidades,152402000,Dív. Líquida,615132000,,
Ativo Circulante,566594000,Patrim. Líq,1205650000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,1159790000,Receita Líquida,298477000,,
EBIT,126044000,EBIT,38558000,,
Lucro Líquido,38439000,Lucro Líquido,5153000,,
