Papel,HYPE3,Cotação,28.71,,
Tipo,ON,Data últ cot,07/12/2021,,
Empresa,HYPERA ON,Min 52 sem,26.80,,
Setor,Comércio e Distribuição,Max 52 sem,36.70,,
Subsetor,Medicamentos e Outros Produtos,Vol $ méd (2m),99153900,,
Valor de mercado,18185500000,Últ balanço processado,30/09/2021,,
Valor da firma,22458200000,Nro. Ações,633421000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"1,23%",P/L,14.07,LPA,2.04
Mês,"5,86%",P/VP,1.88,VPA,15.28
30 dias,"-1,95%",P/EBIT,11.28,Marg. Bruta,"64,0%"
12 meses,"-5,96%",PSR,3.34,Marg. EBIT,"29,6%"
2021,"-14,16%",P/Ativos,0.91,Marg. Líquida,"23,7%"
2020,"-1,24%",P/Cap. Giro,5.34,EBIT / Ativo,"8,0%"
2019,"21,77%",P/Ativ Circ Liq,-5.16,ROIC,"9,7%"
2018,"-11,93%",Div. Yield,"4,2%",ROE,"13,4%"
2017,"47,73%",EV / EBITDA,12.91,Liquidez Corr,1.99
2016,"26,05%",EV / EBIT,13.93,Div Br/ Patrim,0.77
,,Cres. Rec (5a),"9,3%",Giro Ativos,0.27
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,20052500000,Dív. Bruta,7415130000,,
Disponibilidades,3142480000,Dív. Líquida,4272660000,,
Ativo Circulante,6842340000,Patrim. Líq,9680530000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,5445730000,Receita Líquida,1632640000,,
EBIT,1611750000,EBIT,532140000,,
Lucro Líquido,1292670000,Lucro Líquido,201704000,,
