Papel,GRND3,Cotação,8.68,,
Tipo,ON,Data últ cot,06/12/2021,,
Empresa,GRENDENE SA ON,Min 52 sem,6.44,,
Setor,"Tecidos, Vestuário e Calçados",Max 52 sem,12.28,,
Subsetor,Calçados,Vol $ méd (2m),21015200,,
Valor de mercado,7830750000,Últ balanço processado,30/09/2021,,
Valor da firma,6344940000,Nro. Ações,902160000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"2,48%",P/L,11.53,LPA,0.75
Mês,"3,58%",P/VP,1.92,VPA,4.52
30 dias,"-5,14%",P/EBIT,17.04,Marg. Bruta,"45,0%"
12 meses,"13,29%",PSR,3.28,Marg. EBIT,"19,2%"
2021,"12,88%",P/Ativos,1.76,Marg. Líquida,"28,4%"
2020,"-30,31%",P/Cap. Giro,2.72,EBIT / Ativo,"10,3%"
2019,"55,24%",P/Ativ Circ Liq,2.81,ROIC,"16,4%"
2018,"-10,11%",Div. Yield,"9,1%",ROE,"16,6%"
2017,"69,88%",EV / EBITDA,11.57,Liquidez Corr,11.45
2016,"12,61%",EV / EBIT,13.81,Div Br/ Patrim,0.02
,,Cres. Rec (5a),"-0,9%",Giro Ativos,0.54
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,4441880000,Dív. Bruta,92268000,,
Disponibilidades,1578070000,Dív. Líquida,-1485800000,,
Ativo Circulante,3149850000,Patrim. Líq,4080980000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,2389780000,Receita Líquida,671416000,,
EBIT,459588000,EBIT,120893000,,
Lucro Líquido,679395000,Lucro Líquido,208056000,,
