Papel,SANB11,Cotação,33.21,,
Tipo,UNT,Data últ cot,07/12/2021,,
Empresa,SANTANDER UNT,Min 52 sem,32.54,,
Setor,Intermediários Financeiros,Max 52 sem,42.52,,
Subsetor,Bancos,Vol $ méd (2m),100245000,,
Valor de mercado,124513000000,Últ balanço processado,30/09/2021,,
Valor da firma,-,Nro. Ações,7498530000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-1,34%",P/L,7.94,LPA,4.18
Mês,"0,76%",P/VP,1.57,VPA,21.09
30 dias,"-3,40%",P/EBIT,-,Marg. Bruta,-
12 meses,"-14,13%",PSR,-,Marg. EBIT,-
2021,"-17,96%",P/Ativos,-,Marg. Líquida,"0,0%"
2020,"-3,29%",P/Cap. Giro,-,EBIT / Ativo,"0,0%"
2019,"20,66%",P/Ativ Circ Liq,-,ROIC,-
2018,"40,64%",Div. Yield,"8,5%",ROE,"19,8%"
2017,"13,67%",EV / EBITDA,-,Liquidez Corr,-
2016,"102,60%",EV / EBIT,-,Div Br/ Patrim,-
,,Cres. Rec (5a),"6,5%",Giro Ativos,-
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,977096000000,Depósitos,399604000000,,
Cart. de Crédito,124093000000,Patrim. Líq,79061500000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Result Int Financ,37921200000,Result Int Financ,6330060000,,
Rec Serviços,12935700000,Rec Serviços,2771300000,,
Lucro Líquido,15689000000,Lucro Líquido,4224610000,,
