Papel,CGAS3,Cotação,150.00,,
Tipo,ON,Data últ cot,06/12/2021,,
Empresa,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS ON,Min 52 sem,140.00,,
Setor,Gás,Max 52 sem,186.39,,
Subsetor,Gás,Vol $ méd (2m),4755,,
Valor de mercado,19878200000,Últ balanço processado,30/09/2021,,
Valor da firma,24771700000,Nro. Ações,132521000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-0,01%",P/L,9.80,LPA,15.30
Mês,"0,01%",P/VP,9.36,VPA,16.03
30 dias,"7,14%",P/EBIT,8.16,Marg. Bruta,"31,3%"
12 meses,"-2,53%",PSR,1.88,Marg. EBIT,"23,1%"
2021,"-13,27%",P/Ativos,1.47,Marg. Líquida,"19,2%"
2020,"27,28%",P/Cap. Giro,6.84,EBIT / Ativo,"18,0%"
2019,"173,93%",P/Ativ Circ Liq,-3.44,ROIC,"25,3%"
2018,"20,74%",Div. Yield,"5,7%",ROE,"95,5%"
2017,"63,64%",EV / EBITDA,8.67,Liquidez Corr,2.07
2016,"48,90%",EV / EBIT,10.17,Div Br/ Patrim,3.39
,,Cres. Rec (5a),"17,7%",Giro Ativos,0.78
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,13522500000,Dív. Bruta,7197400000,,
Disponibilidades,2303880000,Dív. Líquida,4893530000,,
Ativo Circulante,5614890000,Patrim. Líq,2124610000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,10551000000,Receita Líquida,3177880000,,
EBIT,2436390000,EBIT,791058000,,
Lucro Líquido,2028200000,Lucro Líquido,655904000,,
