Papel,SOMA3,Cotação,13.91,,
Tipo,ON NM,Data últ cot,07/12/2021,,
Empresa,GRUPO SOMA ON NM,Min 52 sem,11.90,,
Setor,Comércio,Max 52 sem,20.20,,
Subsetor,"Tecidos, Vestuário e Calçados",Vol $ méd (2m),76939000,,
Valor de mercado,10915800000,Últ balanço processado,30/09/2021,,
Valor da firma,11635900000,Nro. Ações,784747000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"2,05%",P/L,37.04,LPA,0.38
Mês,"6,84%",P/VP,1.52,VPA,9.14
30 dias,"-5,95%",P/EBIT,50.32,Marg. Bruta,"63,9%"
12 meses,"7,10%",PSR,5.33,Marg. EBIT,"10,6%"
2021,"3,88%",P/Ativos,1.15,Marg. Líquida,"14,4%"
2020,"20,57%",P/Cap. Giro,6.90,EBIT / Ativo,"2,3%"
2019,"0,00%",P/Ativ Circ Liq,30.20,ROIC,"2,5%"
2018,"0,00%",Div. Yield,"0,0%",ROE,"4,1%"
2017,"0,00%",EV / EBITDA,34.56,Liquidez Corr,2.40
2016,"0,00%",EV / EBIT,53.64,Div Br/ Patrim,0.14
,,Cres. Rec (5a),-,Giro Ativos,0.22
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,9523190000,Dív. Bruta,988320000,,
Disponibilidades,268291000,Dív. Líquida,720029000,,
Ativo Circulante,2711210000,Patrim. Líq,7173400000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,2049390000,Receita Líquida,714270000,,
EBIT,216927000,EBIT,96114000,,
Lucro Líquido,294730000,Lucro Líquido,173803000,,
