Papel,CEAB3,Cotação,6.59,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,CEA MODAS ON NM,Min 52 sem,6.06,,
Setor,Comércio,Max 52 sem,15.31,,
Subsetor,"Tecidos, Vestuário e Calçados",Vol $ méd (2m),23904200,,
Valor de mercado,2031330000,Últ balanço processado,30/09/2021,,
Valor da firma,2436680000,Nro. Ações,308245000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"3,62%",P/L,7.15,LPA,0.92
Mês,"2,01%",P/VP,0.71,VPA,9.22
30 dias,"-11,31%",P/EBIT,-13.20,Marg. Bruta,"46,1%"
12 meses,"-51,56%",PSR,0.40,Marg. EBIT,"-3,1%"
2021,"-48,88%",P/Ativos,0.27,Marg. Líquida,"5,6%"
2020,"-27,83%",P/Cap. Giro,1.72,EBIT / Ativo,"-2,0%"
2019,"5,47%",P/Ativ Circ Liq,-1.20,ROIC,"-2,8%"
2018,"0,00%",Div. Yield,"0,0%",ROE,"10,0%"
2017,"0,00%",EV / EBITDA,4.08,Liquidez Corr,1.62
2016,"0,00%",EV / EBIT,-15.84,Div Br/ Patrim,0.48
,,Cres. Rec (5a),"24,1%",Giro Ativos,0.66
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,7613820000,Dív. Bruta,1374730000,,
Disponibilidades,969382000,Dív. Líquida,405344000,,
Ativo Circulante,3084100000,Patrim. Líq,2841200000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,5038070000,Receita Líquida,1339410000,,
EBIT,-153866000,EBIT,-53978000,,
Lucro Líquido,283918000,Lucro Líquido,243904000,,
