Papel,CXSE3,Cotação,8.85,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,CAIXA SEGURI ON NM,Min 52 sem,7.56,,
Setor,Previdência e Seguros,Max 52 sem,13.05,,
Subsetor,Seguradoras,Vol $ méd (2m),37499100,,
Valor de mercado,26550000000,Últ balanço processado,30/09/2021,,
Valor da firma,25931400000,Nro. Ações,3000000000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"4,86%",P/L,14.72,LPA,0.60
Mês,"7,66%",P/VP,2.46,VPA,3.60
30 dias,"-2,96%",P/EBIT,-425.45,Marg. Bruta,-
12 meses,"-9,50%",PSR,-,Marg. EBIT,-
2021,"-9,50%",P/Ativos,2.43,Marg. Líquida,"0,0%"
2020,"0,00%",P/Cap. Giro,39.19,EBIT / Ativo,"-0,6%"
2019,"0,00%",P/Ativ Circ Liq,39.25,ROIC,"-0,6%"
2018,"0,00%",Div. Yield,"2,8%",ROE,"16,7%"
2017,"0,00%",EV / EBITDA,-415.75,Liquidez Corr,7.86
2016,"0,00%",EV / EBIT,-415.54,Div Br/ Patrim,-
,,Cres. Rec (5a),-,Giro Ativos,-
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,10911000000,Dív. Bruta,0,,
Disponibilidades,618570000,Dív. Líquida,-618570000,,
Ativo Circulante,776190000,Patrim. Líq,10811300000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,0,Receita Líquida,0,,
EBIT,-62404000,EBIT,-15966000,,
Lucro Líquido,1803840000,Lucro Líquido,492136000,,
