Papel,BRBI11,Cotação,17.10,,
Tipo,UNT N2,Data últ cot,06/12/2021,,
Empresa,BR PARTNERS UNT N2,Min 52 sem,16.37,,
Setor,Intermediários Financeiros,Max 52 sem,28.34,,
Subsetor,Bancos,Vol $ méd (2m),3972620,,
Valor de mercado,1789520000,Últ balanço processado,30/09/2021,,
Valor da firma,906813000,Nro. Ações,313951000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"3,01%",P/L,0.00,LPA,0.00
Mês,"2,95%",P/VP,2.32,VPA,7.37
30 dias,"0,59%",P/EBIT,-,Marg. Bruta,-
12 meses,"3,32%",PSR,-,Marg. EBIT,-
2021,"3,32%",P/Ativos,0.68,Marg. Líquida,-
2020,"0,00%",P/Cap. Giro,2.13,EBIT / Ativo,"0,0%"
2019,"0,00%",P/Ativ Circ Liq,2.43,ROIC,-
2018,"0,00%",Div. Yield,"0,0%",ROE,-
2017,"0,00%",EV / EBITDA,-,Liquidez Corr,1.48
2016,"0,00%",EV / EBIT,-,Div Br/ Patrim,2.20
,,Cres. Rec (5a),-,Giro Ativos,-
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,2639350000,Dív. Bruta,1697130000,,
Disponibilidades,2579840000,Dív. Líquida,-882709000,,
Ativo Circulante,2603720000,Patrim. Líq,771396000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,0,Receita Líquida,61940000,,
EBIT,0,EBIT,28638000,,
Lucro Líquido,0,Lucro Líquido,41761000,,
