Papel,DESK3,Cotação,16.77,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,DESKTOPSIGMA ON NM,Min 52 sem,15.15,,
Setor,Telecomunicações,Max 52 sem,26.45,,
Subsetor,Telecomunicações,Vol $ méd (2m),8356200,,
Valor de mercado,1458460000,Últ balanço processado,30/09/2021,,
Valor da firma,1256540000,Nro. Ações,86968700,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"5,14%",P/L,0.00,LPA,0.00
Mês,"1,33%",P/VP,1.68,VPA,9.99
30 dias,"-19,18%",P/EBIT,-,Marg. Bruta,-
12 meses,"-30,85%",PSR,-,Marg. EBIT,-
2021,"-30,85%",P/Ativos,1.01,Marg. Líquida,-
2020,"0,00%",P/Cap. Giro,2.87,EBIT / Ativo,"0,0%"
2019,"0,00%",P/Ativ Circ Liq,13.39,ROIC,-
2018,"0,00%",Div. Yield,"0,0%",ROE,-
2017,"0,00%",EV / EBITDA,-,Liquidez Corr,4.14
2016,"0,00%",EV / EBIT,-,Div Br/ Patrim,0.45
,,Cres. Rec (5a),-,Giro Ativos,-
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,1437660000,Dív. Bruta,389931000,,
Disponibilidades,591856000,Dív. Líquida,-201925000,,
Ativo Circulante,669084000,Patrim. Líq,868497000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,0,Receita Líquida,94313000,,
EBIT,0,EBIT,20989000,,
Lucro Líquido,0,Lucro Líquido,9558000,,
