Papel,BSLI3,Cotação,26.00,,
Tipo,ON,Data últ cot,30/11/2021,,
Empresa,BRB ON,Min 52 sem,15.49,,
Setor,Intermediários Financeiros,Max 52 sem,105.24,,
Subsetor,Bancos,Vol $ méd (2m),2960,,
Valor de mercado,9439220000,Últ balanço processado,30/09/2021,,
Valor da firma,-,Nro. Ações,363047000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"0,00%",P/L,17.00,LPA,1.53
Mês,"0,00%",P/VP,4.13,VPA,6.29
30 dias,"0,00%",P/EBIT,-,Marg. Bruta,-
12 meses,"67,31%",PSR,-,Marg. EBIT,-
2021,"67,87%",P/Ativos,-,Marg. Líquida,"0,0%"
2020,"213,63%",P/Cap. Giro,-,EBIT / Ativo,"0,0%"
2019,"66,46%",P/Ativ Circ Liq,-,ROIC,-
2018,"15,32%",Div. Yield,"2,0%",ROE,"24,3%"
2017,"0,00%",EV / EBITDA,-,Liquidez Corr,-
2016,"0,00%",EV / EBIT,-,Div Br/ Patrim,-
,,Cres. Rec (5a),"9,6%",Giro Ativos,-
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,27977900000,Depósitos,0,,
Cart. de Crédito,0,Patrim. Líq,2283750000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Result Int Financ,1903600000,Result Int Financ,460713000,,
Rec Serviços,240545000,Rec Serviços,61777000,,
Lucro Líquido,555214000,Lucro Líquido,191553000,,
