Papel,KRSA3,Cotação,4.45,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,KORA SAUDE ON NM,Min 52 sem,4.45,,
Setor,Serv.Méd.Hospit. Análises e Diagnósticos,Max 52 sem,8.15,,
Subsetor,Serv.Méd.Hospit. Análises e Diagnósticos,Vol $ méd (2m),1333430,,
Valor de mercado,3413500000,Últ balanço processado,30/09/2021,,
Valor da firma,4352000000,Nro. Ações,767078000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-2,84%",P/L,0.00,LPA,0.00
Mês,"-11,53%",P/VP,2.76,VPA,1.61
30 dias,"-23,93%",P/EBIT,-,Marg. Bruta,-
12 meses,"-44,65%",PSR,-,Marg. EBIT,-
2021,"-44,65%",P/Ativos,0.90,Marg. Líquida,-
2020,"0,00%",P/Cap. Giro,6.14,EBIT / Ativo,"0,0%"
2019,"0,00%",P/Ativ Circ Liq,-2.49,ROIC,-
2018,"0,00%",Div. Yield,"0,0%",ROE,-
2017,"0,00%",EV / EBITDA,-,Liquidez Corr,1.92
2016,"0,00%",EV / EBIT,-,Div Br/ Patrim,1.29
,,Cres. Rec (5a),-,Giro Ativos,-
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,3778600000,Dív. Bruta,1591250000,,
Disponibilidades,652741000,Dív. Líquida,938507000,,
Ativo Circulante,1156180000,Patrim. Líq,1234890000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,0,Receita Líquida,324464000,,
EBIT,0,EBIT,48706000,,
Lucro Líquido,0,Lucro Líquido,-16299000,,
