Papel,IRBR3,Cotação,4.23,,
Tipo,ON NM,Data últ cot,07/12/2021,,
Empresa,IRBBRASIL RE ON NM,Min 52 sem,4.00,,
Setor,Previdência e Seguros,Max 52 sem,8.21,,
Subsetor,Seguradoras,Vol $ méd (2m),70955300,,
Valor de mercado,5363170000,Últ balanço processado,30/09/2021,,
Valor da firma,-,Nro. Ações,1267890000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-2,31%",P/L,-5.75,LPA,-0.74
Mês,"-1,86%",P/VP,1.33,VPA,3.17
30 dias,"-11,69%",P/EBIT,-3.54,Marg. Bruta,"0,2%"
12 meses,"-42,45%",PSR,0.66,Marg. EBIT,"-18,5%"
2021,"-48,29%",P/Ativos,0.22,Marg. Líquida,"-11,4%"
2020,"-76,87%",P/Cap. Giro,-,EBIT / Ativo,"-6,3%"
2019,"44,31%",P/Ativ Circ Liq,-,ROIC,-
2018,"157,05%",Div. Yield,"0,0%",ROE,"-23,2%"
2017,"17,71%",EV / EBITDA,-,Liquidez Corr,-
2016,"0,00%",EV / EBIT,-,Div Br/ Patrim,-
,,Cres. Rec (5a),"0,1%",Giro Ativos,0.34
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,23892000000,Dív. Bruta,0,,
Disponibilidades,0,Dív. Líquida,0,,
Ativo Circulante,0,Patrim. Líq,4025520000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,8182110000,Receita Líquida,2053110000,,
EBIT,-1514040000,EBIT,-700784000,,
Lucro Líquido,-932052000,Lucro Líquido,-155701000,,
