Papel,CMIG3,Cotação,17.92,,
Tipo,ON N1,Data últ cot,06/12/2021,,
Empresa,CEMIG ON N1,Min 52 sem,11.82,,
Setor,Energia Elétrica,Max 52 sem,18.99,,
Subsetor,Energia Elétrica,Vol $ méd (2m),8189050,,
Valor de mercado,30345000000,Últ balanço processado,30/09/2021,,
Valor da firma,38530000000,Nro. Ações,1693360000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-0,06%",P/L,7.36,LPA,2.43
Mês,"3,58%",P/VP,1.50,VPA,11.97
30 dias,"5,41%",P/EBIT,5.93,Marg. Bruta,"19,1%"
12 meses,"46,76%",PSR,0.98,Marg. EBIT,"16,6%"
2021,"28,33%",P/Ativos,0.57,Marg. Líquida,"13,4%"
2020,"12,50%",P/Cap. Giro,10.99,EBIT / Ativo,"9,6%"
2019,"8,03%",P/Ativ Circ Liq,-1.55,ROIC,"11,0%"
2018,"137,44%",Div. Yield,"4,8%",ROE,"20,3%"
2017,"-16,85%",EV / EBITDA,6.28,Liquidez Corr,1.26
2016,"44,08%",EV / EBIT,7.53,Div Br/ Patrim,0.56
,,Cres. Rec (5a),"9,9%",Giro Ativos,0.58
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,53116700000,Dív. Bruta,11351300000,,
Disponibilidades,3166260000,Dív. Líquida,8184990000,,
Ativo Circulante,13256900000,Patrim. Líq,20262200000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,30854000000,Receita Líquida,9524670000,,
EBIT,5116180000,EBIT,1463060000,,
Lucro Líquido,4121680000,Lucro Líquido,421051000,,
