Papel,ABEV3,Cotação,16.10,,
Tipo,ON,Data últ cot,07/12/2021,,
Empresa,AMBEV S/A ON,Min 52 sem,13.77,,
Setor,Bebidas,Max 52 sem,19.60,,
Subsetor,Cervejas e Refrigerantes,Vol $ méd (2m),438050000,,
Valor de mercado,253450000000,Últ balanço processado,30/09/2021,,
Valor da firma,236477000000,Nro. Ações,15742200000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"0,12%",P/L,15.99,LPA,1.01
Mês,"0,25%",P/VP,2.92,VPA,5.51
30 dias,"-10,06%",P/EBIT,16.22,Marg. Bruta,"51,9%"
12 meses,"10,61%",PSR,3.65,Marg. EBIT,"22,5%"
2021,"3,36%",P/Ativos,1.88,Marg. Líquida,"23,4%"
2020,"-14,20%",P/Cap. Giro,35.75,EBIT / Ativo,"11,6%"
2019,"24,08%",P/Ativ Circ Liq,-28.90,ROIC,"16,1%"
2018,"-25,59%",Div. Yield,"3,0%",ROE,"18,3%"
2017,"33,10%",EV / EBITDA,11.43,Liquidez Corr,1.23
2016,"-1,46%",EV / EBIT,15.13,Div Br/ Patrim,0.03
,,Cres. Rec (5a),"9,9%",Giro Ativos,0.51
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,135133000000,Dív. Bruta,3027710000,,
Disponibilidades,20000700000,Dív. Líquida,-16973000000,,
Ativo Circulante,38197100000,Patrim. Líq,86771200000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,69400100000,Receita Líquida,18492600000,,
EBIT,15625500000,EBIT,3847760000,,
Lucro Líquido,15849700000,Lucro Líquido,3552530000,,
