Papel,BRAP4,Cotação,53.53,,
Tipo,PN N1,Data últ cot,06/12/2021,,
Empresa,BRADESPAR S/A PN N1,Min 52 sem,44.90,,
Setor,Mineração,Max 52 sem,70.47,,
Subsetor,Minerais Metálicos,Vol $ méd (2m),169846000,,
Valor de mercado,21042500000,Últ balanço processado,30/09/2021,,
Valor da firma,18487300000,Nro. Ações,393097000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"3,54%",P/L,3.87,LPA,13.85
Mês,"7,60%",P/VP,1.45,VPA,37.01
30 dias,"19,22%",P/EBIT,-763.10,Marg. Bruta,-
12 meses,"6,40%",PSR,-,Marg. EBIT,-
2021,"2,05%",P/Ativos,1.44,Marg. Líquida,"0,0%"
2020,"73,31%",P/Cap. Giro,8.25,EBIT / Ativo,"-0,2%"
2019,"27,23%",P/Ativ Circ Liq,8.25,ROIC,"-0,2%"
2018,"14,34%",Div. Yield,"8,6%",ROE,"37,4%"
2017,"103,96%",EV / EBITDA,-670.44,Liquidez Corr,65.33
2016,"217,92%",EV / EBIT,-670.44,Div Br/ Patrim,-
,,Cres. Rec (5a),-,Giro Ativos,-
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,14587600000,Dív. Bruta,0,,
Disponibilidades,2555160000,Dív. Líquida,-2555160000,,
Ativo Circulante,2591810000,Patrim. Líq,14547000000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,0,Receita Líquida,0,,
EBIT,-27575000,EBIT,-8382000,,
Lucro Líquido,5444250000,Lucro Líquido,1175860000,,
