Papel,GETT3,Cotação,2.05,,
Tipo,ON,Data últ cot,06/12/2021,,
Empresa,GETNET BR ON,Min 52 sem,1.76,,
Setor,Serviços Financeiros Diversos,Max 52 sem,7.05,,
Subsetor,Serviços Financeiros Diversos,Vol $ méd (2m),4125250,,
Valor de mercado,3826780000,Últ balanço processado,30/09/2021,,
Valor da firma,4713270000,Nro. Ações,1866720000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-1,91%",P/L,0.00,LPA,0.00
Mês,"2,50%",P/VP,1.13,VPA,1.81
30 dias,"-18,00%",P/EBIT,-,Marg. Bruta,-
12 meses,"-62,04%",PSR,-,Marg. EBIT,-
2021,"-62,04%",P/Ativos,0.07,Marg. Líquida,-
2020,"0,00%",P/Cap. Giro,2.54,EBIT / Ativo,"0,0%"
2019,"0,00%",P/Ativ Circ Liq,2.68,ROIC,-
2018,"0,00%",Div. Yield,"0,0%",ROE,-
2017,"0,00%",EV / EBITDA,-,Liquidez Corr,1.03
2016,"0,00%",EV / EBIT,-,Div Br/ Patrim,0.69
,,Cres. Rec (5a),-,Giro Ativos,-
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,51725400000,Dív. Bruta,2315030000,,
Disponibilidades,1428540000,Dív. Líquida,886487000,,
Ativo Circulante,49775900000,Patrim. Líq,3373650000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,0,Receita Líquida,763518000,,
EBIT,0,EBIT,160881000,,
Lucro Líquido,0,Lucro Líquido,88405000,,
