Papel,MLAS3,Cotação,7.07,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,MULTILASER ON NM,Min 52 sem,6.27,,
Setor,Computadores e Equipamentos,Max 52 sem,12.98,,
Subsetor,Computadores e Equipamentos,Vol $ méd (2m),15926800,,
Valor de mercado,5801210000,Últ balanço processado,30/09/2021,,
Valor da firma,5236110000,Nro. Ações,820539000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"0,57%",P/L,0.00,LPA,0.00
Mês,"6,16%",P/VP,1.48,VPA,4.77
30 dias,"3,06%",P/EBIT,-,Marg. Bruta,-
12 meses,"-45,41%",PSR,-,Marg. EBIT,-
2021,"-45,41%",P/Ativos,0.76,Marg. Líquida,-
2020,"0,00%",P/Cap. Giro,1.38,EBIT / Ativo,"0,0%"
2019,"0,00%",P/Ativ Circ Liq,1.74,ROIC,-
2018,"0,00%",Div. Yield,"0,0%",ROE,-
2017,"0,00%",EV / EBITDA,-,Liquidez Corr,2.50
2016,"0,00%",EV / EBIT,-,Div Br/ Patrim,0.28
,,Cres. Rec (5a),-,Giro Ativos,-
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,7585330000,Dív. Bruta,1085080000,,
Disponibilidades,1650180000,Dív. Líquida,-565098000,,
Ativo Circulante,7009650000,Patrim. Líq,3910490000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,0,Receita Líquida,1390670000,,
EBIT,0,EBIT,244281000,,
Lucro Líquido,0,Lucro Líquido,225656000,,
