Papel,MATD3,Cotação,16.25,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,MATER DEI ON NM,Min 52 sem,13.97,,
Setor,Serv.Méd.Hospit. Análises e Diagnósticos,Max 52 sem,21.55,,
Subsetor,Serv.Méd.Hospit. Análises e Diagnósticos,Vol $ méd (2m),9920010,,
Valor de mercado,5769680000,Últ balanço processado,30/09/2021,,
Valor da firma,4674470000,Nro. Ações,355057000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"4,84%",P/L,0.00,LPA,0.00
Mês,"12,53%",P/VP,3.77,VPA,4.31
30 dias,"-0,91%",P/EBIT,-,Marg. Bruta,-
12 meses,"-3,27%",PSR,-,Marg. EBIT,-
2021,"-3,27%",P/Ativos,2.30,Marg. Líquida,-
2020,"0,00%",P/Cap. Giro,4.03,EBIT / Ativo,"0,0%"
2019,"0,00%",P/Ativ Circ Liq,7.80,ROIC,-
2018,"0,00%",Div. Yield,"0,0%",ROE,-
2017,"0,00%",EV / EBITDA,-,Liquidez Corr,6.09
2016,"0,00%",EV / EBIT,-,Div Br/ Patrim,0.17
,,Cres. Rec (5a),-,Giro Ativos,-
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,2504340000,Dív. Bruta,258249000,,
Disponibilidades,1353460000,Dív. Líquida,-1095210000,,
Ativo Circulante,1712880000,Patrim. Líq,1531620000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,0,Receita Líquida,240402000,,
EBIT,0,EBIT,59351000,,
Lucro Líquido,0,Lucro Líquido,43634000,,
