Papel,OPCT3,Cotação,2.98,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,OCEANPACT ON NM,Min 52 sem,2.54,,
Setor,"Petróleo, Gás e Biocombustíveis",Max 52 sem,11.15,,
Subsetor,Equipamentos e Serviços,Vol $ méd (2m),3597210,,
Valor de mercado,595879000,Últ balanço processado,30/09/2021,,
Valor da firma,1098590000,Nro. Ações,199960000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"12,03%",P/L,-10.40,LPA,-0.29
Mês,"7,97%",P/VP,0.66,VPA,4.48
30 dias,"-16,99%",P/EBIT,-69.59,Marg. Bruta,"13,9%"
12 meses,"-73,27%",PSR,0.80,Marg. EBIT,"-1,1%"
2021,"-73,27%",P/Ativos,0.30,Marg. Líquida,"-5,2%"
2020,"0,00%",P/Cap. Giro,2.57,EBIT / Ativo,"-0,4%"
2019,"0,00%",P/Ativ Circ Liq,-1.10,ROIC,"-0,5%"
2018,"0,00%",Div. Yield,"0,0%",ROE,"-6,4%"
2017,"0,00%",EV / EBITDA,8.34,Liquidez Corr,1.69
2016,"0,00%",EV / EBIT,-128.29,Div Br/ Patrim,0.93
,,Cres. Rec (5a),-,Giro Ativos,0.37
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,2007910000,Dív. Bruta,836328000,,
Disponibilidades,333622000,Dív. Líquida,502706000,,
Ativo Circulante,569568000,Patrim. Líq,896708000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,744998000,Receita Líquida,236146000,,
EBIT,-8563000,EBIT,5427000,,
Lucro Líquido,-57271000,Lucro Líquido,-31126000,,
