Papel,CBAV3,Cotação,12.75,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,CBA ON NM,Min 52 sem,10.27,,
Setor,Mineração,Max 52 sem,16.30,,
Subsetor,Minerais Metálicos,Vol $ méd (2m),35662200,,
Valor de mercado,7596880000,Últ balanço processado,30/09/2021,,
Valor da firma,9298070000,Nro. Ações,595833000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"6,16%",P/L,0.00,LPA,0.00
Mês,"6,52%",P/VP,1.98,VPA,6.45
30 dias,"-1,47%",P/EBIT,-,Marg. Bruta,-
12 meses,"7,23%",PSR,-,Marg. EBIT,-
2021,"7,23%",P/Ativos,0.67,Marg. Líquida,-
2020,"0,00%",P/Cap. Giro,3.86,EBIT / Ativo,"0,0%"
2019,"0,00%",P/Ativ Circ Liq,-2.56,ROIC,-
2018,"0,00%",Div. Yield,"0,0%",ROE,-
2017,"0,00%",EV / EBITDA,-,Liquidez Corr,1.85
2016,"0,00%",EV / EBIT,-,Div Br/ Patrim,0.80
,,Cres. Rec (5a),-,Giro Ativos,-
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,11290100000,Dív. Bruta,3080090000,,
Disponibilidades,1378900000,Dív. Líquida,1701190000,,
Ativo Circulante,4296760000,Patrim. Líq,3843160000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,0,Receita Líquida,2300040000,,
EBIT,0,EBIT,224144000,,
Lucro Líquido,0,Lucro Líquido,-47309000,,
