Papel,DEXP4,Cotação,8.05,,
Tipo,PN,Data últ cot,06/12/2021,,
Empresa,DEXXOS PAR PN,Min 52 sem,7.01,,
Setor,Químicos,Max 52 sem,15.37,,
Subsetor,Petroquímicos,Vol $ méd (2m),66927,,
Valor de mercado,756813000,Últ balanço processado,30/09/2021,,
Valor da firma,907730000,Nro. Ações,94014000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-2,54%",P/L,3.84,LPA,2.10
Mês,"8,93%",P/VP,1.66,VPA,4.86
30 dias,"10,12%",P/EBIT,4.25,Marg. Bruta,"22,1%"
12 meses,"-10,12%",PSR,0.51,Marg. EBIT,"11,9%"
2021,"-2,51%",P/Ativos,0.64,Marg. Líquida,"15,6%"
2020,"2,00%",P/Cap. Giro,2.51,EBIT / Ativo,"15,0%"
2019,"0,00%",P/Ativ Circ Liq,176.00,ROIC,"17,5%"
2018,"0,00%",Div. Yield,"0,0%",ROE,"43,1%"
2017,"0,00%",EV / EBITDA,4.45,Liquidez Corr,1.88
2016,"0,00%",EV / EBIT,5.09,Div Br/ Patrim,0.46
,,Cres. Rec (5a),"31,3%",Giro Ativos,1.26
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,1190090000,Dív. Bruta,210583000,,
Disponibilidades,59666000,Dív. Líquida,150917000,,
Ativo Circulante,644638000,Patrim. Líq,456531000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,1493930000,Receita Líquida,453562000,,
EBIT,178251000,EBIT,67389000,,
Lucro Líquido,196992000,Lucro Líquido,68083000,,
