Papel,PORT3,Cotação,60.00,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,WILSON SONS ON NM,Min 52 sem,58.65,,
Setor,Transporte,Max 52 sem,71.00,,
Subsetor,Serviços de Apoio e Armazenagem,Vol $ méd (2m),1429080,,
Valor de mercado,4371600000,Últ balanço processado,30/09/2021,,
Valor da firma,6735300000,Nro. Ações,72860000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"2,13%",P/L,0.00,LPA,0.00
Mês,"1,69%",P/VP,2.07,VPA,28.98
30 dias,"-5,73%",P/EBIT,-,Marg. Bruta,-
12 meses,"-15,49%",PSR,-,Marg. EBIT,-
2021,"-15,49%",P/Ativos,0.82,Marg. Líquida,-
2020,"0,00%",P/Cap. Giro,36.61,EBIT / Ativo,"0,0%"
2019,"0,00%",P/Ativ Circ Liq,-1.79,ROIC,-
2018,"0,00%",Div. Yield,"0,0%",ROE,-
2017,"0,00%",EV / EBITDA,-,Liquidez Corr,1.19
2016,"0,00%",EV / EBIT,-,Div Br/ Patrim,1.22
,,Cres. Rec (5a),-,Giro Ativos,-
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,5311530000,Dív. Bruta,2571900000,,
Disponibilidades,208200000,Dív. Líquida,2363700000,,
Ativo Circulante,758616000,Patrim. Líq,2111470000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,0,Receita Líquida,543926000,,
EBIT,0,EBIT,153331000,,
Lucro Líquido,0,Lucro Líquido,32373000,,
