Papel,BMGB4,Cotação,3.05,,
Tipo,PN N1,Data últ cot,06/12/2021,,
Empresa,BANCO BMG PN N1,Min 52 sem,2.80,,
Setor,Intermediários Financeiros,Max 52 sem,6.23,,
Subsetor,Bancos,Vol $ méd (2m),3918240,,
Valor de mercado,1778860000,Últ balanço processado,30/09/2021,,
Valor da firma,-,Nro. Ações,583232000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"1,33%",P/L,6.59,LPA,0.46
Mês,"5,54%",P/VP,0.45,VPA,6.73
30 dias,"-9,50%",P/EBIT,-,Marg. Bruta,-
12 meses,"-38,71%",PSR,-,Marg. EBIT,-
2021,"-51,04%",P/Ativos,-,Marg. Líquida,"0,0%"
2020,"-35,17%",P/Cap. Giro,-,EBIT / Ativo,"0,0%"
2019,"19,24%",P/Ativ Circ Liq,-,ROIC,-
2018,"0,00%",Div. Yield,"5,9%",ROE,"6,9%"
2017,"0,00%",EV / EBITDA,-,Liquidez Corr,-
2016,"0,00%",EV / EBIT,-,Div Br/ Patrim,-
,,Cres. Rec (5a),"2,8%",Giro Ativos,-
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,36437600000,Depósitos,19548400000,,
Cart. de Crédito,12517900000,Patrim. Líq,3922500000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Result Int Financ,2095260000,Result Int Financ,436346000,,
Rec Serviços,70609000,Rec Serviços,20159000,,
Lucro Líquido,269918000,Lucro Líquido,42386000,,
