Papel,NTCO3,Cotação,27.06,,
Tipo,ON NM,Data últ cot,07/12/2021,,
Empresa,GRUPO NATURA ON NM,Min 52 sem,25.69,,
Setor,Produtos de Uso Pessoal e de Limpeza,Max 52 sem,61.05,,
Subsetor,Produtos de Uso Pessoal,Vol $ méd (2m),403963000,,
Valor de mercado,37328100000,Últ balanço processado,30/09/2021,,
Valor da firma,44663000000,Nro. Ações,1379460000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"1,12%",P/L,70.44,LPA,0.38
Mês,"1,39%",P/VP,1.34,VPA,20.19
30 dias,"-31,48%",P/EBIT,17.99,Marg. Bruta,"64,9%"
12 meses,"-44,27%",PSR,0.92,Marg. EBIT,"5,1%"
2021,"-48,46%",P/Ativos,0.64,Marg. Líquida,"1,3%"
2020,"35,46%",P/Cap. Giro,8.61,EBIT / Ativo,"3,5%"
2019,"5,20%",P/Ativ Circ Liq,-2.73,ROIC,"4,4%"
2018,"0,00%",Div. Yield,"0,0%",ROE,"1,9%"
2017,"0,00%",EV / EBITDA,9.30,Liquidez Corr,1.34
2016,"0,00%",EV / EBIT,21.53,Div Br/ Patrim,0.46
,,Cres. Rec (5a),"2,9%",Giro Ativos,0.69
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,58635300000,Dív. Bruta,12693800000,,
Disponibilidades,5358950000,Dív. Líquida,7334870000,,
Ativo Circulante,17080400000,Patrim. Líq,27849900000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,40518700000,Receita Líquida,9549220000,,
EBIT,2074650000,EBIT,377362000,,
Lucro Líquido,529938000,Lucro Líquido,272869000,,
