Papel,NINJ3,Cotação,4.55,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,GETNINJAS ON NM,Min 52 sem,3.30,,
Setor,Programas e Serviços,Max 52 sem,27.05,,
Subsetor,Programas e Serviços,Vol $ méd (2m),3377110,,
Valor de mercado,228522000,Últ balanço processado,30/09/2021,,
Valor da firma,-79295000,Nro. Ações,50224600,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"6,56%",P/L,0.00,LPA,0.00
Mês,"19,42%",P/VP,0.78,VPA,5.80
30 dias,"-45,18%",P/EBIT,-,Marg. Bruta,-
12 meses,"-76,36%",PSR,-,Marg. EBIT,-
2021,"-76,36%",P/Ativos,0.72,Marg. Líquida,-
2020,"0,00%",P/Cap. Giro,0.79,EBIT / Ativo,"0,0%"
2019,"0,00%",P/Ativ Circ Liq,0.79,ROIC,-
2018,"0,00%",Div. Yield,"0,0%",ROE,-
2017,"0,00%",EV / EBITDA,-,Liquidez Corr,11.61
2016,"0,00%",EV / EBIT,-,Div Br/ Patrim,-
,,Cres. Rec (5a),-,Giro Ativos,-
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,318663000,Dív. Bruta,0,,
Disponibilidades,307817000,Dív. Líquida,-307817000,,
Ativo Circulante,315370000,Patrim. Líq,291485000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,0,Receita Líquida,16344000,,
EBIT,0,EBIT,-14684000,,
Lucro Líquido,0,Lucro Líquido,-10682000,,
