Papel,RNEW4,Cotação,2.34,,
Tipo,PN N2,Data últ cot,06/12/2021,,
Empresa,RENOVA PN N2,Min 52 sem,2.12,,
Setor,Energia Elétrica,Max 52 sem,6.80,,
Subsetor,Energia Elétrica,Vol $ méd (2m),469798,,
Valor de mercado,256183000,Últ balanço processado,30/09/2021,,
Valor da firma,1841210000,Nro. Ações,109480000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-0,85%",P/L,2.21,LPA,1.06
Mês,"7,83%",P/VP,-0.31,VPA,-7.57
30 dias,"-10,34%",P/EBIT,-3.38,Marg. Bruta,"4,7%"
12 meses,"-60,34%",PSR,3.00,Marg. EBIT,"-88,7%"
2021,"-46,94%",P/Ativos,0.10,Marg. Líquida,"135,6%"
2020,"20,49%",P/Cap. Giro,0.72,EBIT / Ativo,"-2,9%"
2019,"-47,64%",P/Ativ Circ Liq,-0.11,ROIC,"-3,3%"
2018,"-61,80%",Div. Yield,"0,0%",ROE,"-14,0%"
2017,"815,00%",EV / EBITDA,-25.77,Liquidez Corr,1.43
2016,"0,00%",EV / EBIT,-24.30,Div Br/ Patrim,-2.21
,,Cres. Rec (5a),"-50,3%",Giro Ativos,0.03
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,2655900000,Dív. Bruta,1831960000,,
Disponibilidades,246930000,Dív. Líquida,1585030000,,
Ativo Circulante,1177700000,Patrim. Líq,-828222000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,85403000,Receita Líquida,15396000,,
EBIT,-75779000,EBIT,-23141000,,
Lucro Líquido,115840000,Lucro Líquido,-45179000,,
