Papel,DOTZ3,Cotação,3.15,,
Tipo,ON NM,Data últ cot,06/12/2021,,
Empresa,DOTZ SA ON NM,Min 52 sem,3.15,,
Setor,Diversos,Max 52 sem,17.15,,
Subsetor,Programas de Fidelização,Vol $ méd (2m),536662,,
Valor de mercado,416015000,Últ balanço processado,30/09/2021,,
Valor da firma,137264000,Nro. Ações,132068000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-1,56%",P/L,0.00,LPA,0.00
Mês,"-8,16%",P/VP,-8.02,VPA,-0.39
30 dias,"-33,12%",P/EBIT,-,Marg. Bruta,-
12 meses,"-76,14%",PSR,-,Marg. EBIT,-
2021,"-76,14%",P/Ativos,1.04,Marg. Líquida,-
2020,"0,00%",P/Cap. Giro,14.88,EBIT / Ativo,"0,0%"
2019,"0,00%",P/Ativ Circ Liq,-3.72,ROIC,-
2018,"0,00%",Div. Yield,"0,0%",ROE,-
2017,"0,00%",EV / EBITDA,-,Liquidez Corr,1.09
2016,"0,00%",EV / EBIT,-,Div Br/ Patrim,-0.51
,,Cres. Rec (5a),-,Giro Ativos,-
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,401944000,Dív. Bruta,26520000,,
Disponibilidades,305271000,Dív. Líquida,-278751000,,
Ativo Circulante,341966000,Patrim. Líq,-51891000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,0,Receita Líquida,28658000,,
EBIT,0,EBIT,-22742000,,
Lucro Líquido,0,Lucro Líquido,-24073000,,
